Year,Patch,Champion,Region,Species,Class,Role,Tier,Score,Win_Rate,Pick_Rate,Ban_Rate,Avg_KDA
2022,13.01,Aatrox,Runeterra,Darkin,Fighter,TOP,S,57.63,47.68%,6.62%,11.98%,1.77
2022,13.01,Ahri,Ionia,Vesani,Mage,MID,S,57.18,49.50%,5.81%,1.73%,2.58
2022,13.01,Akali,Ionia,Human,Assassin,MID,S,65.49,48.41%,8.11%,13.02%,2.37
2022,13.01,Akali,Ionia,Human,Assassin,TOP,C,39.63,45.92%,2.55%,13.02%,2
2022,13.01,Akshan,Shurima,Human,Marksman,MID,A,49.39,51.62%,2.75%,3.79%,2.26
2022,13.01,Akshan,Shurima,Human,Marksman,TOP,B,44.58,51.69%,1.01%,3.79%,2
2022,13.01,Alistar,Runeterra,Minotaur,Tank,SUPPORT,B,43.21,50.09%,2.67%,0.60%,2.46
2022,13.01,Amumu,Shurima,Yordle,Tank,JUNGLE,S,57.41,52.87%,4.44%,5.20%,2.82
2022,13.01,Amumu,Shurima,Yordle,Tank,SUPPORT,A,52.62,52.39%,4.09%,5.20%,2.18
2022,13.01,Anivia,Freljord,Spirit_God,Mage,MID,S,59.33,53.22%,3.60%,3.56%,3.03
2022,13.01,Annie,Noxus,Magic_Human,Mage,MID,C,39.56,49.13%,1.29%,0.37%,2.3
2022,13.01,Annie,Noxus,Magic_Human,Mage,SUPPORT,D,26.80,47.00%,0.21%,0.37%,2.27
2022,13.01,Aphelios,Ionia,Magic_Human,Marksman,ADC,D,24.82,46.60%,3.48%,0.51%,1.95
2022,13.01,Ashe,Freljord,Human,Marksman,SUPPORT,S,67.31,50.02%,8.75%,6.03%,2.44
2022,13.01,Ashe,Freljord,Human,Marksman,ADC,B,46.20,50.27%,6.49%,6.03%,2.43
2022,13.01,Aurelion_Sol,Before_Runeterra,Celestial_Dragon,Mage,MID,C,41.32,50.42%,0.71%,0.27%,2.54
2022,13.01,Azir,Shurima,God_Warrior,Mage,MID,C,36.92,46.31%,2.40%,0.51%,2.12
2022,13.01,Bard,Celestial_Realm,Celestial,Support,SUPPORT,A,48.90,50.30%,3.25%,0.48%,3.1
2022,13.01,Bel_Veth,Void,Voidborn,Fighter,JUNGLE,A,49.90,50.94%,3.89%,8.20%,2.39
2022,13.01,Blitzcrank,Zaun,Techmaturgical_Golem,Tank,SUPPORT,God,70.30,51.75%,7.49%,18.25%,2.46
2022,13.01,Brand,Freljord,Magic_Human,Mage,SUPPORT,B,44.57,50.72%,3.32%,4.03%,1.85
2022,13.01,Brand,Freljord,Magic_Human,Mage,MID,C,39.54,50.69%,0.74%,4.41%,2.04
2022,13.01,Braum,Freljord,Ice_Human,Support,SUPPORT,C,38.30,48.89%,1.71%,0.27%,2.68
2022,13.01,Caitlyn,Piltover,Human,Marksman,ADC,God,93.30,50.37%,20.28%,18.56%,2.3
2022,13.01,Camille,Piltover,Cyborg,Fighter,TOP,S,58.81,50.33%,5.90%,2.54%,1.97
2022,13.01,Cassiopeia,Shurima,Magic_Human,Mage,MID,A,48.79,51.64%,2.64%,1.68%,2.25
2022,13.01,Cho_Gath,Runeterra,Voidborn,Tank,MID,B,45.34,53.13%,0.45%,0.76%,2.47
2022,13.01,Cho_Gath,Runeterra,Voidborn,Tank,TOP,B,44.76,50.27%,1.81%,0.76%,2.06
2022,13.01,Corki,Bandle_City,Yordle,Marksman,MID,C,36.75,48.61%,0.87%,0.16%,2.23
2022,13.01,Darius,Noxus,Human,Fighter,TOP,God,77.98,49.88%,9.34%,22.42%,1.87
2022,13.01,Diana,Targon,Aspect,Fighter,JUNGLE,S,59.94,50.55%,6.61%,4.60%,2.55
2022,13.01,Diana,Targon,Aspect,Fighter,MID,B,44.17,49.84%,2.45%,4.60%,2.09
2022,13.01,Dr_ Mundo,Zaun,Human,Marksman,TOP,A,51.81,49.64%,4.07%,10.03%,1.86
2022,13.01,Draven,Noxus,Human,Fighter,ADC,A,51.04,49.66%,7.55%,22.14%,2.12
2022,13.01,Ekko,Zaun,Human,Assassin,JUNGLE,S,65.07,50.98%,7.27%,6.21%,2.81
2022,13.01,Ekko,Zaun,Human,Assassin,MID,B,46.68,50.18%,2.63%,6.21%,2.31
2022,13.01,Elise,Noxus,Magic_Human,Mage,JUNGLE,God,69.88,52.37%,6.93%,11.73%,2.9
2022,13.01,Evelynn,Runeterra,Demon,Assassin,JUNGLE,A,54.36,50.54%,4.44%,7.79%,3.01
2022,13.01,Ezreal,Demacia,Human,Marksman,ADC,God,74.09,48.39%,18.55%,3.53%,2.4
2022,13.01,Fiddlesticks,Spirit_Realm,Demon,Mage,JUNGLE,A,52.68,52.09%,3.68%,2.87%,2.84
2022,13.01,Fiddlesticks,Spirit_Realm,Demon,Mage,SUPPORT,C,36.06,51.43%,0.38%,2.74%,2.11
2022,13.01,Fiora,Demacia,Human,Fighter,TOP,God,71.25,50.72%,7.62%,21.28%,1.72
2022,13.01,Fizz,Bandle_City,Yordle,Assassin,MID,B,47.52,49.73%,3.08%,3.12%,2.4
2022,13.01,Galio,Demacia,Statue,Tank,MID,A,49.30,51.32%,2.31%,0.31%,2.71
2022,13.01,Galio,Demacia,Statue,Tank,SUPPORT,D,31.58,48.87%,0.42%,0.32%,2.29
2022,13.01,Gangplank,Bildgewater,Human,Fighter,TOP,God,69.17,50.56%,7.97%,9.81%,2.02
2022,13.01,Gangplank,Bildgewater,Human,Fighter,MID,B,46.18,51.00%,2.11%,9.81%,2.2
2022,13.01,Garen,Demacia,Human,Fighter,TOP,S,57.13,50.12%,5.48%,1.54%,2.03
2022,13.01,Gnar,Freljord,Yordle,Fighter,TOP,B,44.28,48.68%,2.86%,0.35%,1.9
2022,13.01,Gragas,Freljord,Human,Fighter,JUNGLE,B,46.99,51.00%,2.53%,0.85%,3.05
2022,13.01,Gragas,Freljord,Human,Fighter,MID,B,45.69,52.46%,0.65%,0.85%,2.66
2022,13.01,Gragas,Freljord,Human,Fighter,TOP,B,44.63,49.21%,2.14%,0.85%,2.2
2022,13.01,Graves,Bildgewater,Human,Marksman,JUNGLE,S,58.59,49.67%,6.62%,3.46%,2.66
2022,13.01,Gwen,Camavor,Magic_Human,Fighter,TOP,B,44.69,49.30%,2.85%,0.79%,1.76
2022,13.01,Hecarim,Camavor,Wraith,Fighter,JUNGLE,A,51.12,47.24%,5.59%,10.13%,2.58
2022,13.01,Heimerdinger,Piltover,Yordle,Mage,SUPPORT,A,52.08,51.87%,4.07%,10.12%,2.1
2022,13.01,Heimerdinger,Piltover,Yordle,Mage,MID,B,43.05,52.32%,0.84%,10.12%,2.01
2022,13.01,Illaoi,Bildgewater,Magic_Human,Fighter,TOP,A,55.97,52.29%,4.55%,6.75%,1.48
2022,13.01,Irelia,Ionia,Human,Fighter,MID,S,63.06,50.75%,6.70%,16.82%,1.85
2022,13.01,Irelia,Ionia,Human,Fighter,TOP,S,61.28,50.00%,6.23%,16.82%,1.67
2022,13.01,Ivern,Ionia,Magic_Human,Support,JUNGLE,B,44.56,50.92%,1.13%,0.44%,3.66
2022,13.01,Ivern,Ionia,Magic_Human,Support,SUPPORT,D,25.15,45.89%,0.14%,0.41%,2.46
2022,13.01,Janna,Shurima,Spirit_God,Support,SUPPORT,A,56.18,51.30%,4.50%,1.50%,3.18
2022,13.01,Jarvan_IV,Demacia,Human,Tank,JUNGLE,B,41.86,48.94%,2.21%,0.20%,3.07
2022,13.01,Jax,Icathia,Unknown,Fighter,TOP,God,93.31,51.94%,12.04%,21.85%,1.75
2022,13.01,Jax,Icathia,Unknown,Fighter,JUNGLE,C,38.34,49.80%,1.58%,21.85%,2.21
2022,13.01,Jayce,Piltover,Human,Fighter,TOP,A,56.48,50.29%,5.41%,2.13%,1.88
2022,13.01,Jayce,Piltover,Human,Fighter,MID,B,47.28,53.03%,1.38%,2.13%,2.26
2022,13.01,Jhin,Ionia,Magic_Human,Marksman,ADC,God,83.12,51.43%,17.41%,3.40%,3.06
2022,13.01,Jinx,Zaun,Human,Marksman,ADC,B,47.97,50.67%,7.44%,0.54%,2.32
2022,13.01,Kai_Sa,Shurima,Void_Human,Marksman,ADC,God,81.95,50.83%,18.91%,3.81%,2.51
2022,13.01,Kalista,Camavor,Wraith,Marksman,ADC,D,27.85,47.95%,2.66%,0.76%,2.22
2022,13.01,Karma,Ionia,Magic_Human,Mage,SUPPORT,God,71.63,49.52%,9.99%,3.42%,2.8
2022,13.01,Karma,Ionia,Magic_Human,Mage,MID,B,47.01,50.63%,1.29%,3.42%,3.17
2022,13.01,Karthus,Noxus,Undead,Mage,MID,C,36.86,49.37%,0.37%,1.67%,2.28
2022,13.01,Karthus,Noxus,Undead,Mage,ADC,C,36.72,53.28%,0.93%,1.67%,2.28
2022,13.01,Karthus,Noxus,Undead,Mage,JUNGLE,C,36.17,48.40%,1.64%,1.67%,2.53
2022,13.01,Kassadin,Shurima,Void_Human,Assassin,MID,God,88.29,52.30%,7.72%,36.28%,2.71
2022,13.01,Katarina,Noxus,Human,Assassin,MID,S,61.76,48.73%,7.44%,8.12%,2.34
2022,13.01,Kayle,Targon,Aspect,Fighter,TOP,B,45.73,50.92%,2.13%,0.46%,1.82
2022,13.01,Kayle,Targon,Aspect,Fighter,MID,C,38.48,50.45%,0.38%,0.46%,2.19
2022,13.01,Kayn,Noxus,Darkin,Fighter,JUNGLE,A,55.19,48.23%,6.68%,5.46%,2.39
2022,13.01,Kennen,Bandle_City,Yordle,Mage,MID,C,37.56,49.76%,0.25%,0.32%,2.35
2022,13.01,Kennen,Bandle_City,Yordle,Mage,TOP,C,37.33,48.01%,1.18%,0.32%,1.93
2022,13.01,Kha_Zix,Void,Voidborn,Assassin,JUNGLE,A,51.16,49.88%,4.78%,1.94%,2.58
2022,13.01,Kindred,Spirit_Realm,Spirit_God,Marksman,JUNGLE,A,56.35,49.40%,6.20%,8.83%,2.26
2022,13.01,Kled,Noxus,Yordle,Fighter,TOP,A,51.87,52.03%,2.30%,0.95%,2.39
2022,13.01,Kled,Noxus,Yordle,Fighter,MID,B,47.23,53.93%,0.29%,0.95%,2.65
2022,13.01,Kog_Maw,Void,Voidborn,Marksman,ADC,C,36.63,52.42%,1.83%,0.41%,2.23
2022,13.01,K_Sante,Shurima,Human,Fighter,TOP,S,62.32,47.52%,7.24%,15.11%,1.97
2022,13.01,LeBlanc,Runeterra,Magic_Human,Assassin,MID,B,42.45,46.47%,2.90%,4.04%,2.75
2022,13.01,Lee Sin,Ionia,Magic_Human,Fighter,JUNGLE,S,65.07,47.13%,9.54%,4.07%,2.66
2022,13.01,Leona,Targon,Aspect,Tank,SUPPORT,A,52.00,50.11%,4.97%,4.18%,2.38
2022,13.01,Lillia,Ionia,Fae,Fighter,JUNGLE,B,43.35,49.72%,2.54%,1.52%,2.79
2022,13.01,Lillia,Ionia,Fae,Fighter,TOP,D,30.76,46.17%,0.37%,1.56%,1.89
2022,13.01,Lissandra,Freljord,Ice_Human,Mage,MID,A,51.49,50.81%,3.53%,0.89%,2.52
2022,13.01,Lucian,Demacia,Human,Marksman,ADC,A,56.10,49.61%,10.96%,5.45%,2.29
2022,13.01,Lulu,Bandle_City,Yordle,Support,SUPPORT,God,74.90,49.89%,9.58%,9.96%,3.06
2022,13.01,Lux,Demacia,Magic_Human,Mage,SUPPORT,God,93.53,51.19%,13.65%,10.76%,2.56
2022,13.01,Lux,Demacia,Magic_Human,Mage,MID,S,63.16,51.54%,5.12%,10.76%,3.03
2022,13.01,Malphite,Ixtal,Elemental_Golem,Tank,TOP,A,50.91,49.54%,3.36%,2.58%,2.4
2022,13.01,Malphite,Ixtal,Elemental_Golem,Tank,MID,B,43.78,51.67%,0.72%,2.58%,2.53
2022,13.01,Malphite,Ixtal,Elemental_Golem,Tank,SUPPORT,D,30.27,48.29%,0.81%,2.65%,1.96
2022,13.01,Malzahar,Shurima,Void_Human,Mage,MID,A,52.98,51.52%,3.69%,3.69%,2.35
2022,13.01,Maokai,Blessed_Isles,Treant,Tank,JUNGLE,God,97.26,54.31%,9.84%,27.50%,3.02
2022,13.01,Maokai,Blessed_Isles,Treant,Tank,SUPPORT,A,48.63,51.42%,2.63%,27.50%,2.27
2022,13.01,Master Yi,Ionia,Magic_Human,Assassin,JUNGLE,S,65.74,50.35%,7.11%,18.30%,2.13
2022,13.01,Miss_Fortune,Bildgewater,Human,Marksman,ADC,A,50.48,50.44%,8.52%,2.10%,2.26
2022,13.01,Miss_Fortune,Bildgewater,Human,Marksman,SUPPORT,D,26.27,45.98%,0.89%,2.10%,2.08
2022,13.01,Mordekaiser,Runeterra,Revenant,Fighter,TOP,S,65.53,50.23%,6.82%,14.83%,1.88
2022,13.01,Mordekaiser,Runeterra,Revenant,Fighter,JUNGLE,B,42.54,49.90%,2.30%,14.83%,2.39
2022,13.01,Morgana,Targon,Aspect,Mage,SUPPORT,God,71.50,50.06%,7.26%,25.67%,2.52
2022,13.01,Nami,Targon,Marai,Support,SUPPORT,God,91.91,51.61%,13.02%,6.89%,3.29
2022,13.01,Nasus,Shurima,God_Warrior,Fighter,TOP,A,56.34,51.14%,4.60%,4.19%,1.99
2022,13.01,Nasus,Shurima,God_Warrior,Fighter,MID,B,46.24,53.66%,0.52%,4.19%,2.39
2022,13.01,Nautilus,Bildgewater,Revenant,Tank,SUPPORT,S,63.34,50.09%,7.83%,7.62%,2.31
2022,13.01,Neeko,Ixtal,Shapeshifter,Mage,MID,B,44.31,51.21%,1.42%,0.41%,2.36
2022,13.01,Neeko,Ixtal,Shapeshifter,Mage,TOP,B,42.13,51.82%,0.21%,0.41%,2.03
2022,13.01,Neeko,Ixtal,Shapeshifter,Mage,SUPPORT,D,34.23,50.31%,0.61%,0.43%,2.06
2022,13.01,Nidalee,Ixtal,Shapeshifter,Assassin,JUNGLE,B,42.38,47.46%,3.33%,1.28%,2.87
2022,13.01,Nilah,Bildgewater,Human,Marksman,ADC,C,40.08,52.81%,2.64%,4.99%,2.23
2022,13.01,Nocturne,Spirit_Realm,Demon,Assassin,JUNGLE,A,48.19,50.80%,3.47%,2.05%,2.6
2022,13.01,Nunu,Freljord,Ice_Human,Tank,JUNGLE,A,49.68,49.34%,4.40%,1.30%,2.8
2022,13.01,Olaf,Freljord,Ice_Human,Fighter,TOP,A,52.96,52.21%,3.34%,2.37%,1.87
2022,13.01,Olaf,Freljord,Ice_Human,Fighter,JUNGLE,D,33.51,49.50%,0.63%,2.37%,2.33
2022,13.01,Orianna,Piltover,Techmaturgical_Golem,Mage,MID,B,47.84,50.36%,2.36%,0.16%,2.76
2022,13.01,Ornn,Freljord,Spirit_God,Tank,TOP,A,56.90,51.31%,4.06%,0.64%,2.47
2022,13.01,Pantheon,Targon,Aspect,Fighter,MID,B,46.39,51.96%,1.59%,1.16%,2.36
2022,13.01,Pantheon,Targon,Aspect,Fighter,TOP,B,44.11,50.14%,1.74%,1.16%,2.03
2022,13.01,Pantheon,Targon,Aspect,Fighter,SUPPORT,D,34.82,48.44%,2.03%,1.16%,1.92
2022,13.01,Poppy,Bandle_City,Yordle,Tank,TOP,B,43.41,50.72%,1.04%,0.52%,2.13
2022,13.01,Poppy,Bandle_City,Yordle,Tank,JUNGLE,D,35.48,48.51%,1.20%,0.52%,2.7
2022,13.01,Pyke,Bildgewater,Revenant,Support,SUPPORT,S,65.30,49.29%,8.26%,13.91%,2.21
2022,13.01,Qiyana,Ixtal,Magic_Human,Assassin,MID,C,41.02,48.10%,2.62%,0.94%,2.09
2022,13.01,Qiyana,Ixtal,Magic_Human,Assassin,JUNGLE,D,21.30,44.03%,0.33%,0.94%,2.23
2022,13.01,Quinn,Demacia,Human,Marksman,TOP,A,48.15,53.27%,1.30%,0.60%,1.93
2022,13.01,Quinn,Demacia,Human,Marksman,MID,C,39.49,51.07%,0.17%,0.60%,2.29
2022,13.01,Rakan,Ionia,Vastayan,Support,SUPPORT,A,53.44,51.54%,3.96%,0.22%,2.97
2022,13.01,Rammus,Shurima,Unknown,Tank,JUNGLE,A,49.09,51.19%,2.64%,8.72%,3.13
2022,13.01,Rek_Sai,Runeterra,Xer_Sai,Fighter,JUNGLE,C,36.50,48.73%,1.69%,0.80%,2.44
2022,13.01,Rell,Noxus,Magic_Human,Tank,SUPPORT,B,46.01,52.22%,2.15%,0.38%,2.5
2022,13.01,Renata_Glasc,Zaun,Magic_Human,Support,SUPPORT,A,50.96,51.27%,3.67%,1.79%,2.75
2022,13.01,Renekton,Shurima,God_Warrior,Fighter,TOP,A,49.03,48.48%,4.44%,2.45%,1.8
2022,13.01,Renekton,Shurima,God_Warrior,Fighter,MID,C,40.37,50.87%,0.88%,2.45%,2.06
2022,13.01,Rengar,Ixtal,Kiilash,Assassin,JUNGLE,B,45.48,48.70%,3.85%,7.52%,2.35
2022,13.01,Rengar,Ixtal,Kiilash,Assassin,TOP,B,42.53,50.26%,1.22%,7.52%,1.95
2022,13.01,Riven,Noxus,Human,Fighter,TOP,A,50.22,49.31%,4.19%,1.42%,1.9
2022,13.01,Rumble,Bandle_City,Yordle,Fighter,MID,B,43.29,50.56%,1.22%,0.54%,2.54
2022,13.01,Rumble,Bandle_City,Yordle,Fighter,TOP,C,37.83,47.83%,1.06%,0.54%,2.14
2022,13.01,Rumble,Bandle_City,Yordle,Fighter,JUNGLE,D,31.32,47.74%,0.34%,0.54%,2.8
2022,13.01,Ryze,Runeterra,Magic_Human,Mage,MID,S,64.07,50.06%,7.45%,4.14%,2.47
2022,13.01,Ryze,Runeterra,Magic_Human,Mage,TOP,B,43.12,50.92%,0.90%,4.14%,2.07
2022,13.01,Samira,Noxus,Human,Marksman,ADC,God,75.02,52.01%,11.97%,26.31%,2.37
2022,13.01,Sejuani,Freljord,Ice_Human,Tank,JUNGLE,A,54.13,50.69%,4.31%,0.91%,3.27
2022,13.01,Sejuani,Freljord,Ice_Human,Tank,TOP,C,40.44,48.97%,0.71%,0.91%,2.4
2022,13.01,Senna,Demacia,Wraith,Marksman,SUPPORT,A,50.22,49.45%,4.82%,1.37%,2.54
2022,13.01,Seraphine,Piltover,Human,Mage,SUPPORT,A,48.91,49.66%,4.40%,1.22%,2.49
2022,13.01,Seraphine,Piltover,Human,Mage,MID,C,41.28,49.54%,0.69%,1.22%,2.88
2022,13.01,Seraphine,Piltover,Human,Mage,ADC,C,41.01,52.69%,1.19%,1.22%,2.98
2022,13.01,Sett,Ionia,Vastayan,Fighter,TOP,S,63.67,50.30%,7.40%,4.49%,1.78
2022,13.01,Shaco,Runeterra,Spirit,Assassin,JUNGLE,S,59.35,49.55%,5.75%,15.81%,2.78
2022,13.01,Shaco,Runeterra,Spirit,Assassin,SUPPORT,C,37.40,50.11%,0.97%,15.81%,2.37
2022,13.01,Shen,Ionia,Magic_Human,Tank,TOP,S,64.41,52.13%,4.79%,0.95%,3.03
2022,13.01,Shyvana,Demacia,Dragon,Fighter,TOP,C,41.51,51.45%,0.22%,0.30%,2.04
2022,13.01,Shyvana,Demacia,Dragon,Fighter,JUNGLE,C,40.86,51.33%,1.37%,0.28%,2.55
2022,13.01,Singed,Zaun,Magic_Human,Tank,MID,A,51.22,55.15%,0.50%,0.61%,2.83
2022,13.01,Singed,Zaun,Magic_Human,Tank,TOP,B,47.15,51.45%,1.88%,0.61%,2.03
2022,13.01,Sion,Noxus,Revenant,Tank,TOP,A,50.99,50.46%,4.16%,1.20%,1.67
2022,13.01,Sivir,Shurima,Human,Marksman,ADC,B,42.68,50.34%,5.34%,0.69%,2.48
2022,13.01,Skarner,Shurima,Brackern,Fighter,JUNGLE,C,41.17,52.15%,0.76%,0.15%,2.75
2022,13.01,Skarner,Shurima,Brackern,Fighter,TOP,C,39.74,49.96%,0.17%,0.14%,2.27
2022,13.01,Sona,Ionia,Magic_Human,Support,SUPPORT,S,57.90,53.03%,4.29%,0.27%,2.99
2022,13.01,Soraka,Celestial_Realm,Celestial,Support,SUPPORT,S,58.46,50.99%,5.78%,2.48%,2.79
2022,13.01,Swain,Noxus,Magic_Human,Mage,SUPPORT,A,51.30,51.66%,3.85%,3.73%,2.44
2022,13.01,Swain,Noxus,Magic_Human,Mage,MID,A,50.90,52.37%,2.02%,3.73%,2.77
2022,13.01,Sylas,Demacia,Magic_Human,Mage,JUNGLE,God,74.63,49.50%,8.73%,22.96%,2.52
2022,13.01,Sylas,Demacia,Magic_Human,Mage,MID,God,68.15,49.61%,7.47%,22.96%,2.17
2022,13.01,Syndra,Ionia,Magic_Human,Mage,MID,S,57.92,49.65%,6.20%,3.80%,2.31
2022,13.01,Tahm Kench,Bildgewater,Demon,Support,TOP,B,44.50,49.25%,1.79%,0.79%,2.37
2022,13.01,Tahm Kench,Bildgewater,Demon,Support,SUPPORT,D,29.71,47.63%,0.55%,0.79%,2.34
2022,13.01,Taliyah,Shurima,Magic_Human,Mage,MID,B,43.75,51.08%,1.31%,0.40%,2.37
2022,13.01,Taliyah,Shurima,Magic_Human,Mage,JUNGLE,D,33.91,48.44%,0.96%,0.40%,2.59
2022,13.01,Talon,Noxus,Human,Assassin,MID,B,47.69,49.85%,3.37%,1.31%,2.23
2022,13.01,Talon,Noxus,Human,Assassin,JUNGLE,D,33.47,47.95%,1.22%,1.31%,2.48
2022,13.01,Taric,Targon,Magic_Human,Support,SUPPORT,B,46.41,52.44%,1.74%,0.31%,2.78
2022,13.01,Teemo,Bandle_City,Yordle,Marksman,TOP,A,50.27,49.99%,3.76%,6.30%,1.75
2022,13.01,Thresh,Blessed_Isles,Wraith,Support,SUPPORT,S,67.37,50.08%,8.93%,2.14%,2.64
2022,13.01,Tristana,Bandle_City,Yordle,Marksman,ADC,A,52.15,51.38%,7.86%,3.71%,2.4
2022,13.01,Tristana,Bandle_City,Yordle,Marksman,MID,B,46.42,52.62%,1.45%,3.71%,2.19
2022,13.01,Trundle,Freljord,Troll,Fighter,JUNGLE,D,34.82,48.01%,1.42%,0.90%,2.59
2022,13.01,Trundle,Freljord,Troll,Fighter,TOP,D,34.75,48.85%,0.44%,0.93%,1.63
2022,13.01,Tryndamere,Freljord,Ice_Human,Fighter,TOP,B,43.86,49.18%,2.57%,2.44%,1.8
2022,13.01,Tryndamere,Freljord,Ice_Human,Fighter,MID,B,42.39,52.21%,0.55%,2.44%,2.17
2022,13.01,Twisted Fate,Bildgewater,Magic_Human,Mage,MID,B,45.34,49.29%,2.72%,0.20%,2.44
2022,13.01,Twitch,Zaun,Rat,Marksman,ADC,A,48.26,51.29%,5.92%,11.24%,2.45
2022,13.01,Twitch,Zaun,Rat,Marksman,SUPPORT,C,40.21,48.59%,2.86%,11.24%,2.09
2022,13.01,Udyr,Freljord,Magic_Human,Fighter,JUNGLE,S,67.49,52.54%,6.18%,19.75%,2.72
2022,13.01,Udyr,Freljord,Magic_Human,Fighter,TOP,B,46.59,51.87%,1.29%,19.75%,1.95
2022,13.01,Urgot,Zaun,Cyborg,Fighter,TOP,A,49.23,51.31%,2.67%,0.85%,1.97
2022,13.01,Varus,Ionia,Darkin,Marksman,ADC,S,59.60,50.18%,11.57%,3.82%,2.42
2022,13.01,Varus,Ionia,Darkin,Marksman,MID,C,37.55,48.05%,1.59%,3.82%,2.08
2022,13.01,Vayne,Demacia,Human,Marksman,ADC,C,39.15,49.20%,5.79%,5.40%,2.09
2022,13.01,Vayne,Demacia,Human,Marksman,TOP,C,39.05,49.85%,1.09%,5.40%,1.61
2022,13.01,Veigar,Bandle_City,Yordle,Mage,MID,A,48.64,49.76%,3.57%,2.02%,2.29
2022,13.01,Veigar,Bandle_City,Yordle,Mage,ADC,D,26.63,49.52%,0.49%,2.02%,2.32
2022,13.01,Vel_Koz,Void,Voidborn,Mage,MID,B,43.57,50.71%,1.06%,0.51%,2.64
2022,13.01,Vel_Koz,Void,Voidborn,Mage,SUPPORT,B,42.77,51.43%,2.04%,0.51%,2.25
2022,13.01,Vex,Bandle_City,Yordle,Mage,MID,S,57.42,51.27%,4.79%,6.57%,2.47
2022,13.01,Vi,Zaun,Human,Fighter,JUNGLE,S,59.27,51.82%,5.96%,1.49%,2.58
2022,13.01,Viego,Camavor,Wraith,Assassin,JUNGLE,A,56.68,48.24%,7.25%,2.71%,2.41
2022,13.01,Viktor,Piltover,Cyborg,Mage,MID,S,58.97,51.10%,5.76%,2.89%,2.32
2022,13.01,Vladimir,Camavor,Magic_Human,Mage,MID,A,51.63,49.94%,4.07%,4.68%,2.41
2022,13.01,Vladimir,Camavor,Magic_Human,Mage,TOP,C,38.89,48.59%,1.05%,4.68%,2.04
2022,13.01,Volibear,Freljord,Spirit_God,Fighter,JUNGLE,C,40.79,50.26%,1.74%,0.95%,2.67
2022,13.01,Volibear,Freljord,Spirit_God,Fighter,TOP,C,39.31,48.32%,1.81%,0.95%,1.78
2022,13.01,Warwick,Zaun,Human,Fighter,JUNGLE,A,50.90,49.82%,4.77%,7.12%,2.21
2022,13.01,Warwick,Zaun,Human,Fighter,TOP,A,48.69,51.36%,2.51%,7.12%,1.84
2022,13.01,Wukong,Ionia,Shimon,Fighter,JUNGLE,S,58.65,51.41%,5.62%,2.71%,2.8
2022,13.01,Wukong,Ionia,Shimon,Fighter,TOP,B,45.81,51.42%,1.31%,2.71%,2.13
2022,13.01,Xayah,Ionia,Vastayan,Marksman,ADC,A,55.16,51.81%,8.54%,1.24%,2.51
2022,13.01,Xerath,Shurima,God_Warrior,Mage,SUPPORT,A,51.38,51.54%,3.72%,3.11%,2.63
2022,13.01,Xerath,Shurima,God_Warrior,Mage,MID,B,47.33,50.34%,1.36%,3.11%,3.3
2022,13.01,Xin Zhao,Demacia,Human,Fighter,JUNGLE,B,41.96,51.03%,2.15%,0.28%,2.3
2022,13.01,Yasuo,Ionia,Magic_Human,Fighter,MID,God,83.58,49.44%,11.73%,19.86%,1.75
2022,13.01,Yasuo,Ionia,Magic_Human,Fighter,TOP,B,42.05,47.93%,2.60%,19.86%,1.49
2022,13.01,Yasuo,Ionia,Magic_Human,Fighter,ADC,D,29.58,50.20%,1.46%,19.86%,2
2022,13.01,Yone,Ionia,Magic_Human,Assassin,MID,God,67.90,50.42%,8.52%,10.53%,1.94
2022,13.01,Yone,Ionia,Magic_Human,Assassin,TOP,A,48.63,48.25%,4.34%,10.53%,1.63
2022,13.01,Yorick,Blessed_Isles,Magic_Human,Fighter,TOP,B,47.71,51.01%,3.02%,2.71%,1.56
2022,13.01,Yuumi,Bandle_City,Cat,Support,SUPPORT,S,64.45,44.44%,7.96%,19.86%,3.88
2022,13.01,Zac,Zaun,Ooze_Golem,Tank,JUNGLE,God,70.73,52.12%,6.49%,14.77%,3.53
2022,13.01,Zac,Zaun,Ooze_Golem,Tank,TOP,A,53.65,53.24%,1.29%,14.77%,2.73
2022,13.01,Zed,Ionia,Magic_Human,Assassin,MID,God,88.26,48.68%,10.00%,36.90%,2.22
2022,13.01,Zed,Ionia,Magic_Human,Assassin,JUNGLE,D,34.73,44.36%,2.27%,36.90%,2.31
2022,13.01,Zeri,Zaun,Magic_Human,Marksman,ADC,B,45.13,49.84%,6.55%,2.45%,2.49
2022,13.01,Ziggs,Bandle_City,Yordle,Mage,MID,B,43.49,50.44%,1.40%,0.23%,2.51
2022,13.01,Ziggs,Bandle_City,Yordle,Mage,ADC,D,35.28,51.96%,0.74%,0.23%,2.6
2022,13.01,Ziggs,Bandle_City,Yordle,Mage,SUPPORT,D,27.09,47.47%,0.32%,0.27%,2.04
2022,13.01,Zilean,Icathia,Magic_Human,Support,MID,A,51.52,53.33%,0.49%,1.40%,3.59
2022,13.01,Zilean,Icathia,Magic_Human,Support,SUPPORT,A,48.35,50.95%,2.67%,1.40%,3.11
2022,13.01,Zoe,Targon,Aspect,Mage,MID,A,48.46,49.14%,3.45%,1.45%,2.6
2022,13.01,Zoe,Targon,Aspect,Mage,SUPPORT,D,28.33,47.73%,0.37%,1.45%,2.14
